Depth_cm,Rainfall_mm,Temperature_C,Slope_pct,Land_Use,Parent_Material,Clay_pct,Sand_pct,Silt_pct,Organic_Matter_pct,pH,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Moisture_pct,CEC_cmolkg,Fertility_Score,Fertility_Class
14.2,1030.8,20.7,4.43,Grassland,Glacial Till,15.53,68.35,16.11,7.94,4.9,718.7,15.3,89.7,14.85,27.25,57.8,Medium
102.5,913.1,12.1,9.17,Cropland,Residuum,35.13,41.23,23.64,4.75,5.26,420.8,29.7,160.2,13.92,24.57,52.3,Medium
10.7,833.5,18.4,0.09,Grassland,Loess,11.95,65.87,22.17,6.84,6.36,732.4,24.6,95.1,14.99,17.62,65.0,High
47.8,551.3,20.7,0.25,Forest,Loess,22.07,61.35,16.58,5.84,6.21,479.1,29.6,71.3,6.05,21.93,49.9,Medium
126.7,1078.4,15.9,4.25,Wetland,Glacial Till,44.03,33.43,22.54,4.49,4.38,386.8,10.1,191.8,18.16,28.87,33.6,Low
3.5,816.8,19.0,8.56,Forest,Residuum,13.35,67.45,19.2,8.87,5.63,808.9,17.4,33.7,8.85,26.62,59.6,Medium
122.2,657.5,12.2,1.98,Grassland,Alluvium,32.99,57.12,9.9,4.16,5.03,394.7,12.8,89.2,18.57,23.7,31.5,Low
42.3,231.9,16.8,2.15,Forest,Alluvium,21.02,56.57,22.41,5.8,6.96,534.8,22.7,128.1,2.0,20.06,39.1,Low
17.7,943.1,21.7,4.54,Wetland,Residuum,20.51,66.24,13.26,9.03,4.77,768.1,22.5,131.8,10.76,25.55,59.3,Medium
104.5,1393.1,18.9,1.6,Grassland,Residuum,41.01,54.26,4.73,5.55,6.0,502.9,34.3,142.6,22.6,31.83,60.5,High
94.3,1365.3,14.5,0.13,Grassland,Residuum,41.49,47.8,10.71,5.32,5.29,499.0,23.6,162.9,22.05,31.03,58.2,Medium
131.6,835.7,19.3,6.64,Forest,Alluvium,49.94,39.82,10.23,4.9,4.95,427.9,35.5,113.9,20.52,34.89,55.5,Medium
110.3,799.4,22.3,4.91,Cropland,Loess,40.33,41.98,17.69,2.91,5.71,317.2,21.9,170.8,14.8,22.32,32.0,Low
120.5,1067.2,5.7,4.35,Cropland,Alluvium,45.63,44.68,9.69,5.04,5.38,534.2,2.5,174.2,18.38,34.8,50.6,Medium
42.3,700.4,25.0,6.77,Grassland,Alluvium,23.39,60.55,16.05,5.79,5.94,545.8,32.8,119.0,9.69,19.21,58.6,Medium
26.6,1025.4,16.0,5.62,Forest,Residuum,23.79,54.97,21.24,7.39,5.28,715.6,13.8,123.9,10.9,27.64,51.7,Medium
112.6,1141.5,20.6,1.15,Wetland,Alluvium,31.98,39.23,28.8,7.44,5.51,577.4,28.3,153.8,19.15,26.2,63.2,High
121.0,1256.7,25.2,2.17,Grassland,Residuum,41.39,54.85,3.76,3.69,4.65,325.0,11.7,155.9,18.62,24.79,20.7,Low
148.6,925.0,9.8,0.67,Forest,Residuum,43.68,47.11,9.2,3.77,5.03,418.6,36.0,114.9,16.64,30.7,39.8,Low
61.9,899.1,13.7,0.7,Grassland,Residuum,22.19,55.52,22.29,5.89,5.08,534.2,34.3,172.6,13.62,24.02,48.5,Medium
55.8,730.5,16.3,5.64,Cropland,Residuum,20.21,64.03,15.76,5.96,5.93,521.8,18.7,143.4,3.88,20.51,53.1,Medium
116.5,743.3,13.3,9.78,Cropland,Alluvium,26.54,64.55,8.91,2.54,5.67,378.3,16.9,90.1,9.84,16.24,28.7,Low
51.1,893.4,28.4,16.45,Cropland,Alluvium,22.01,41.08,36.91,5.79,5.41,659.2,25.2,108.5,21.69,22.27,57.7,Medium
139.6,1041.8,12.9,4.95,Cropland,Glacial Till,47.18,46.66,6.17,3.64,5.63,374.3,26.7,163.4,16.65,29.91,45.3,Medium
128.8,1178.4,14.7,1.02,Grassland,Residuum,49.39,34.28,16.33,4.4,3.81,486.0,17.8,202.2,27.39,33.96,38.5,Low
64.3,749.2,19.2,0.56,Cropland,Residuum,30.04,56.47,13.49,4.05,5.63,251.1,12.4,78.2,12.59,21.11,37.4,Low
112.6,1323.2,10.8,8.38,Cropland,Alluvium,37.37,50.22,12.42,4.72,4.72,400.9,14.2,136.8,18.62,23.5,22.4,Low
113.2,882.2,15.6,4.32,Grassland,Residuum,29.72,57.47,12.81,5.08,6.11,454.7,23.3,89.0,9.59,24.36,57.5,Medium
15.5,944.7,19.9,4.82,Grassland,Residuum,13.41,59.63,26.96,6.73,4.42,625.4,32.8,92.5,11.33,19.26,43.3,Medium
135.4,763.2,16.0,7.6,Forest,Residuum,33.79,40.18,26.03,4.0,6.23,350.2,25.1,128.5,20.05,20.99,44.1,Medium
75.8,343.9,17.4,6.07,Grassland,Loess,20.09,56.25,23.66,4.0,6.42,227.2,15.9,112.2,5.45,18.04,30.0,Low
124.0,1171.0,14.8,8.99,Cropland,Alluvium,40.58,50.12,9.3,5.04,5.09,502.1,26.4,141.7,19.25,28.42,42.1,Medium
48.0,1134.2,8.9,0.29,Forest,Alluvium,26.09,61.74,12.17,7.86,5.74,779.7,24.5,110.4,17.81,28.87,73.7,High
134.3,879.7,19.9,6.88,Forest,Glacial Till,41.68,40.04,18.27,4.34,5.76,508.8,28.5,173.7,19.32,26.09,57.1,Medium
58.4,966.7,28.5,9.51,Cropland,Glacial Till,25.85,61.94,12.2,6.21,5.55,542.4,44.5,137.5,8.31,25.64,61.4,High
1.6,1079.0,18.1,1.69,Grassland,Alluvium,20.69,54.73,24.58,8.17,5.1,723.9,24.0,131.6,14.6,23.83,58.7,Medium
135.8,559.4,19.4,5.11,Cropland,Residuum,41.93,49.11,8.96,3.28,5.52,150.8,25.4,152.7,18.31,24.1,49.7,Medium
13.7,817.7,22.2,1.89,Grassland,Alluvium,14.9,58.75,26.36,6.45,5.36,595.2,18.4,88.2,9.94,19.76,54.4,Medium
47.9,1148.6,10.4,15.85,Forest,Alluvium,26.53,56.5,16.97,8.01,4.52,815.0,24.6,127.4,7.56,32.24,71.3,High
142.5,636.4,28.2,0.17,Cropland,Residuum,41.17,52.71,6.12,2.83,5.62,232.4,18.6,167.4,15.03,26.05,28.1,Low
142.6,1023.4,19.2,4.34,Wetland,Alluvium,43.1,38.94,17.97,7.06,3.9,799.5,21.0,111.0,19.56,36.38,53.6,Medium
86.0,610.9,27.8,0.91,Grassland,Loess,34.04,47.2,18.76,4.68,6.2,429.1,42.5,151.7,7.67,27.98,54.0,Medium
94.8,1066.6,13.6,6.23,Forest,Residuum,39.2,49.55,11.25,5.21,4.94,503.3,18.8,161.8,13.25,35.77,56.1,Medium
67.3,941.1,28.9,0.97,Cropland,Alluvium,27.28,69.41,3.32,4.18,5.02,314.9,24.3,127.8,14.83,21.13,23.4,Low
44.0,546.2,22.7,1.34,Forest,Alluvium,21.27,53.12,25.61,5.33,5.89,523.2,7.9,111.1,7.13,23.6,39.0,Low
49.3,1241.2,21.3,3.41,Cropland,Glacial Till,31.7,64.81,3.49,7.18,4.22,563.2,26.8,76.4,13.67,31.36,50.7,Medium
100.9,766.4,19.4,12.32,Grassland,Alluvium,29.95,65.55,4.5,2.97,6.42,324.1,29.3,119.4,11.11,21.71,40.7,Medium
112.9,747.4,16.5,1.19,Grassland,Loess,39.21,47.85,12.94,4.33,5.73,454.7,17.0,197.5,13.42,30.28,44.3,Medium
118.7,1000.1,25.2,0.78,Forest,Residuum,42.23,44.99,12.79,5.11,5.03,567.4,2.0,160.9,19.15,28.9,37.1,Low
118.4,1237.2,18.8,7.11,Wetland,Residuum,49.01,38.89,12.1,8.19,4.26,716.8,25.0,172.4,22.75,38.25,75.0,High
13.7,696.0,6.2,3.47,Cropland,Residuum,11.48,63.28,25.24,6.95,5.57,669.5,25.8,96.1,3.94,20.39,58.3,Medium
74.2,965.4,11.3,12.14,Cropland,Alluvium,28.2,46.05,25.75,4.55,5.85,466.1,27.7,137.7,14.29,21.88,37.2,Low
8.6,1057.2,16.9,0.79,Cropland,Alluvium,18.33,59.46,22.21,6.46,5.53,639.8,40.8,126.5,14.28,22.44,51.7,Medium
82.4,1123.3,19.9,5.19,Cropland,Alluvium,36.92,58.68,4.41,4.45,5.34,370.4,17.6,142.2,17.2,29.07,37.1,Low
66.2,994.1,17.7,1.33,Cropland,Residuum,24.92,52.63,22.45,5.2,5.38,350.1,15.3,133.2,14.29,21.17,39.9,Low
133.2,858.2,25.3,0.85,Cropland,Loess,43.35,44.71,11.94,3.23,5.43,327.5,9.3,202.1,23.49,25.68,36.8,Low
52.6,743.1,6.3,5.75,Cropland,Alluvium,21.86,47.77,30.37,4.99,4.76,464.5,22.1,140.7,14.39,20.66,43.0,Medium
17.6,971.5,18.9,4.5,Forest,Alluvium,18.31,62.18,19.52,8.73,5.04,795.0,31.6,171.9,14.24,26.11,62.5,High
21.4,682.0,7.1,7.03,Grassland,Residuum,11.8,65.1,23.1,5.48,5.46,566.8,18.4,77.8,6.68,13.0,40.1,Medium
114.2,219.7,22.6,1.85,Cropland,Loess,28.69,54.6,16.71,3.76,7.09,354.3,26.8,170.7,7.83,19.64,47.8,Medium
92.7,1059.1,17.4,2.97,Forest,Glacial Till,40.7,46.31,12.99,6.85,5.37,571.7,28.8,140.0,17.68,34.08,69.8,High
15.2,1176.0,20.5,2.6,Grassland,Residuum,23.83,55.14,21.03,7.87,5.64,631.8,27.8,133.1,18.11,30.13,68.8,High
12.6,359.3,12.8,20.7,Wetland,Residuum,9.85,67.6,22.56,7.84,6.66,676.6,21.6,111.7,2.89,18.58,78.7,High
105.1,697.6,25.7,1.73,Wetland,Residuum,41.35,47.08,11.57,6.51,5.33,762.4,20.5,148.0,16.02,29.97,67.5,High
10.9,1104.8,24.3,1.75,Cropland,Glacial Till,23.67,58.87,17.46,5.94,4.25,608.1,2.0,123.2,14.96,23.19,42.8,Medium
123.3,1464.4,21.5,2.19,Forest,Glacial Till,44.76,46.67,8.57,6.52,5.3,630.3,26.2,191.0,23.65,29.67,61.8,High
105.9,955.2,17.2,4.16,Cropland,Residuum,38.94,55.32,5.73,4.51,5.85,417.9,22.0,134.7,25.08,26.11,39.8,Low
12.2,768.0,21.5,1.45,Forest,Alluvium,16.73,64.86,18.41,6.84,4.76,635.4,25.4,148.8,6.96,18.43,43.7,Medium
12.7,904.3,13.8,12.34,Wetland,Alluvium,14.8,63.01,22.18,8.46,6.0,873.8,33.3,70.6,8.23,27.17,78.9,High
148.0,1293.7,23.1,1.54,Forest,Residuum,43.24,54.78,1.99,2.78,4.85,234.7,19.8,207.8,22.59,23.76,23.6,Low
56.1,788.5,27.9,11.31,Forest,Loess,27.31,57.5,15.19,5.03,5.8,512.2,21.8,152.7,10.39,26.15,39.7,Low
55.6,750.2,24.4,0.55,Cropland,Residuum,25.27,63.93,10.8,6.02,6.28,551.4,25.8,122.4,9.59,26.25,52.7,Medium
121.9,829.3,13.6,5.34,Cropland,Alluvium,38.76,52.33,8.92,3.74,6.03,472.0,9.6,140.8,12.16,24.01,39.6,Low
142.1,711.7,20.2,11.88,Grassland,Loess,33.82,40.35,25.83,2.93,6.16,322.8,14.9,126.1,16.63,19.22,36.0,Low
147.9,980.7,10.2,0.92,Cropland,Glacial Till,47.18,50.85,1.97,4.38,5.57,490.7,21.4,167.0,20.18,30.04,48.6,Medium
113.0,1356.2,21.4,17.26,Forest,Alluvium,35.53,51.27,13.2,7.27,4.87,656.0,19.0,147.9,19.32,31.05,57.9,Medium
56.4,1030.8,20.7,3.02,Forest,Loess,28.91,53.79,17.3,7.68,5.15,793.3,33.0,166.5,17.59,29.83,65.4,High
12.5,886.9,6.8,14.57,Cropland,Residuum,19.31,61.07,19.62,6.41,5.24,590.3,18.8,161.3,5.61,20.6,50.2,Medium
116.6,877.0,11.0,5.65,Forest,Glacial Till,40.69,45.55,13.76,3.64,5.03,352.8,20.4,160.0,15.14,27.46,42.2,Medium
83.8,559.2,16.3,1.79,Cropland,Glacial Till,29.07,55.37,15.56,6.26,5.79,692.8,25.8,112.2,10.01,26.76,62.4,High
63.6,1170.8,16.2,1.04,Cropland,Residuum,26.07,52.11,21.82,7.92,4.66,689.7,31.5,115.6,13.07,27.68,50.3,Medium
136.0,930.5,10.7,1.81,Grassland,Loess,52.67,45.42,1.92,4.18,5.19,409.6,27.1,177.6,14.73,31.06,36.6,Low
16.7,904.9,20.3,0.49,Wetland,Glacial Till,28.67,53.55,17.78,8.06,5.51,792.3,33.1,109.4,13.25,29.47,76.1,High
73.9,1748.3,19.5,0.78,Wetland,Residuum,44.9,43.01,12.09,10.14,3.82,994.4,11.0,144.5,29.2,39.86,74.9,High
1.7,1024.7,16.8,0.55,Wetland,Residuum,17.4,54.88,27.72,9.75,5.31,898.9,39.7,165.3,16.99,28.41,84.3,High
70.3,762.1,13.5,2.75,Forest,Loess,28.38,56.0,15.62,5.94,4.95,689.3,34.8,138.9,10.69,25.41,52.3,Medium
8.4,843.4,24.3,7.94,Forest,Alluvium,14.69,63.04,22.27,8.02,5.28,684.2,23.1,83.5,11.82,23.97,61.8,High
17.8,1237.1,27.9,0.76,Cropland,Residuum,30.84,55.37,13.79,7.18,4.81,769.5,26.4,159.0,19.53,32.49,63.7,High
17.6,978.3,15.1,0.7,Grassland,Glacial Till,23.72,50.79,25.49,5.96,5.18,639.4,16.0,91.7,18.09,22.93,46.1,Medium
97.4,590.4,14.3,5.16,Wetland,Loess,27.67,45.17,27.15,6.41,5.93,723.3,9.8,103.1,11.06,27.93,55.2,Medium
111.9,1179.8,20.9,1.1,Grassland,Residuum,40.03,51.74,8.23,5.25,4.04,403.7,13.6,135.9,13.85,29.51,37.2,Low
87.5,783.0,15.9,0.51,Forest,Alluvium,37.45,58.31,4.24,5.95,5.6,513.4,19.6,192.7,14.04,28.88,53.9,Medium
144.3,1418.3,17.2,0.91,Wetland,Residuum,57.08,32.45,10.47,7.25,4.8,778.4,21.8,190.1,24.55,40.68,75.3,High
56.2,1220.0,22.4,12.87,Cropland,Alluvium,34.37,60.63,5.0,6.88,5.02,541.3,16.8,84.9,15.12,29.8,41.6,Medium
42.9,838.2,6.5,8.62,Forest,Alluvium,25.79,57.52,16.69,6.85,5.86,554.7,20.2,157.3,11.49,26.56,69.7,High
130.3,1270.3,25.9,2.19,Cropland,Loess,44.92,45.25,9.83,4.39,5.1,387.7,20.0,157.7,20.98,27.51,46.2,Medium
33.5,967.0,18.4,5.33,Forest,Alluvium,10.81,61.67,27.52,4.46,5.39,435.0,14.6,44.2,10.79,11.29,13.8,Low
144.5,1163.2,15.5,3.85,Cropland,Residuum,47.81,35.4,16.79,3.73,4.93,450.2,22.9,162.9,25.04,30.66,35.4,Low
1.8,1071.2,17.5,5.65,Cropland,Residuum,19.2,65.37,15.44,8.01,5.34,749.8,32.5,127.3,11.26,27.25,71.5,High
145.5,738.4,17.8,5.74,Cropland,Glacial Till,41.6,42.47,15.93,2.82,4.9,231.1,35.9,165.8,17.69,26.13,20.6,Low
6.5,789.1,7.6,4.95,Cropland,Residuum,17.12,55.91,26.98,6.74,4.97,658.9,33.1,152.7,10.63,22.16,55.1,Medium
133.7,1207.5,27.0,1.55,Grassland,Alluvium,40.7,53.56,5.73,3.16,5.58,328.5,20.8,133.0,22.17,26.49,36.7,Low
79.2,866.3,18.2,0.2,Grassland,Alluvium,34.8,39.56,25.64,5.83,4.07,580.0,15.7,146.5,16.43,29.32,40.8,Medium
148.9,849.1,20.7,3.04,Cropland,Residuum,46.46,35.3,18.23,3.59,5.26,330.1,21.3,150.1,19.32,30.02,39.4,Low
11.1,711.2,23.7,11.08,Grassland,Residuum,17.38,60.33,22.29,6.86,6.12,534.2,29.2,70.0,8.07,20.5,50.1,Medium
83.1,1055.9,11.9,4.21,Wetland,Residuum,37.94,50.89,11.17,6.68,4.97,579.4,19.9,175.6,17.27,28.9,40.5,Medium
145.4,1465.6,20.8,8.93,Forest,Residuum,51.05,44.83,4.12,5.13,4.2,573.0,25.9,191.6,22.77,32.98,53.7,Medium
78.5,683.1,16.4,23.91,Cropland,Alluvium,20.31,57.02,22.67,4.52,5.64,441.1,10.2,118.6,7.29,18.61,41.4,Medium
94.4,956.1,23.1,0.89,Forest,Residuum,34.72,63.35,1.94,5.2,4.99,475.0,19.4,154.9,16.63,26.07,57.9,Medium
104.4,1303.1,5.2,5.88,Forest,Residuum,40.73,46.23,13.04,6.09,4.66,646.1,26.7,141.6,18.18,27.37,38.1,Low
68.2,930.1,17.4,5.61,Grassland,Alluvium,29.9,52.17,17.93,5.18,4.86,424.5,18.8,108.4,13.9,27.78,42.4,Medium
94.1,1063.1,14.4,19.55,Grassland,Alluvium,34.85,46.05,19.1,5.88,5.56,544.8,22.0,146.4,21.04,27.48,41.2,Medium
87.6,684.4,20.6,21.2,Forest,Alluvium,27.14,55.81,17.04,3.62,6.29,352.5,20.0,154.2,10.3,20.17,50.2,Medium
135.2,1057.1,20.8,5.8,Grassland,Alluvium,51.29,45.48,3.23,5.32,4.95,479.3,14.8,221.0,23.47,36.75,54.5,Medium
6.8,903.2,13.8,1.4,Grassland,Loess,28.4,61.6,10.0,7.47,4.85,716.0,34.5,153.6,11.13,23.78,55.3,Medium
42.1,1196.4,13.7,8.01,Wetland,Alluvium,27.46,45.96,26.58,9.26,4.54,868.1,19.6,135.0,14.86,30.77,75.1,High
142.6,1246.8,17.3,0.57,Forest,Alluvium,33.08,50.33,16.59,5.76,4.64,463.4,24.2,148.2,14.09,26.21,38.5,Low
133.5,1597.4,12.6,7.59,Wetland,Alluvium,53.5,43.26,3.25,6.69,4.46,646.4,26.3,188.0,31.05,37.45,62.4,High
68.3,1094.9,23.1,12.05,Cropland,Glacial Till,27.06,58.64,14.3,5.03,4.65,397.9,12.8,101.4,11.61,22.39,30.5,Low
93.0,1031.4,15.8,2.41,Cropland,Glacial Till,33.07,51.85,15.08,5.01,4.87,485.8,21.3,140.9,18.73,28.3,53.2,Medium
41.6,998.6,2.0,4.98,Forest,Alluvium,24.14,59.98,15.88,8.77,5.36,915.5,21.2,92.9,10.33,30.62,86.7,High
28.2,861.7,15.8,2.81,Forest,Residuum,20.65,53.79,25.56,7.15,5.78,662.5,37.6,113.1,16.22,26.22,62.0,High
69.6,1034.6,11.8,2.88,Grassland,Alluvium,34.38,60.44,5.18,6.22,4.74,520.6,13.6,185.9,22.09,28.63,53.8,Medium
53.0,876.1,8.2,1.86,Cropland,Residuum,21.17,64.31,14.52,5.63,4.62,527.0,16.1,135.6,5.86,18.54,38.7,Low
87.5,992.1,10.6,7.18,Forest,Alluvium,28.84,46.07,25.09,6.56,6.75,573.5,16.5,110.2,12.95,22.6,47.4,Medium
11.7,1279.4,18.7,13.76,Forest,Loess,22.01,51.44,26.55,9.66,5.37,953.6,19.3,121.1,19.36,27.14,74.6,High
146.2,698.4,26.0,14.13,Grassland,Residuum,40.24,41.59,18.18,3.5,5.42,323.6,31.9,132.9,17.53,26.18,50.7,Medium
147.9,1235.0,19.9,0.96,Forest,Glacial Till,51.68,45.65,2.68,4.71,5.38,550.2,25.6,179.2,25.14,33.21,56.6,Medium
104.7,1279.3,14.4,10.39,Grassland,Alluvium,35.42,42.81,21.77,5.91,4.62,630.9,23.0,172.8,19.03,27.92,57.3,Medium
80.4,920.5,20.7,6.69,Forest,Glacial Till,27.27,53.02,19.72,6.26,5.85,585.8,19.7,145.7,20.12,24.69,55.1,Medium
46.4,419.5,15.2,1.46,Forest,Loess,18.86,62.36,18.79,6.27,6.35,638.9,33.3,173.0,6.59,25.68,64.9,High
122.1,798.0,13.8,0.35,Cropland,Alluvium,40.39,47.39,12.22,4.88,5.45,440.1,15.1,186.0,12.49,26.78,44.8,Medium
102.7,1274.2,11.1,1.56,Cropland,Residuum,47.17,45.61,7.22,6.42,4.63,612.1,29.2,178.5,21.63,36.57,57.7,Medium
24.4,944.3,7.5,12.16,Cropland,Alluvium,11.27,57.4,31.32,6.88,4.46,631.7,16.3,112.0,7.25,19.52,33.8,Low
136.6,700.2,15.7,5.01,Cropland,Alluvium,38.36,52.47,9.17,3.87,6.52,413.8,16.8,145.1,18.81,25.27,40.0,Low
123.4,823.8,18.9,6.38,Wetland,Alluvium,32.53,48.43,19.04,6.0,4.89,655.9,28.7,112.4,12.85,29.59,58.5,Medium
142.5,1160.2,17.4,1.49,Cropland,Residuum,40.44,45.81,13.75,3.32,4.18,363.6,23.3,186.6,21.49,28.1,26.6,Low
108.9,1086.7,15.5,6.35,Forest,Residuum,42.28,48.17,9.55,5.42,4.86,569.9,26.3,186.4,17.84,29.92,52.0,Medium
92.0,890.3,12.3,0.14,Cropland,Glacial Till,37.37,50.06,12.56,4.93,4.98,523.4,12.4,143.6,14.27,28.76,44.2,Medium
62.7,858.3,21.6,2.35,Grassland,Alluvium,30.57,53.33,16.1,3.95,5.29,408.6,16.1,140.0,8.35,22.78,36.4,Low
139.9,852.1,10.1,4.93,Cropland,Glacial Till,45.37,40.54,14.09,4.49,5.87,358.3,23.1,197.6,20.4,29.86,55.1,Medium
129.9,719.4,22.7,0.79,Forest,Alluvium,37.82,47.4,14.78,1.87,6.02,279.8,10.6,167.2,18.79,21.36,20.6,Low
6.8,1353.8,12.0,8.66,Grassland,Loess,20.71,58.62,20.67,10.23,5.28,1080.2,41.9,84.3,13.72,29.43,94.0,High
4.0,869.4,13.5,1.34,Cropland,Residuum,27.42,46.67,25.91,8.3,5.14,774.7,8.0,138.9,9.99,29.16,69.1,High
56.5,1254.3,9.2,5.28,Cropland,Alluvium,30.38,50.52,19.1,6.52,4.74,597.2,17.0,132.4,20.84,26.2,54.2,Medium
121.6,1330.3,15.0,2.6,Forest,Glacial Till,47.88,45.99,6.13,5.83,5.01,590.5,18.4,201.9,18.08,35.59,48.8,Medium
148.1,1199.6,23.9,4.53,Forest,Residuum,47.49,36.22,16.29,4.79,3.92,487.6,2.0,197.4,26.77,31.23,35.3,Low
22.6,842.1,21.1,0.57,Cropland,Loess,14.57,68.92,16.5,5.81,5.92,539.4,13.1,133.7,5.99,16.15,56.5,Medium
89.1,1050.9,23.9,0.09,Forest,Residuum,28.44,61.97,9.58,5.87,4.29,482.9,26.2,103.4,11.02,23.69,36.3,Low
57.1,944.0,21.1,12.02,Cropland,Residuum,23.09,49.83,27.08,5.5,6.2,540.8,24.5,99.4,14.87,15.54,51.1,Medium
145.5,724.1,11.4,1.57,Cropland,Residuum,46.05,51.97,1.98,3.28,5.31,344.7,31.1,194.1,12.62,26.62,43.6,Medium
126.3,1031.1,16.0,8.57,Forest,Loess,43.27,45.34,11.39,5.21,5.26,538.4,34.3,148.2,17.18,30.48,47.2,Medium
125.7,655.2,13.3,36.7,Wetland,Alluvium,29.31,56.39,14.3,5.08,5.23,503.9,25.1,94.1,12.43,23.59,53.4,Medium
70.3,1246.9,26.0,1.19,Grassland,Loess,31.25,49.83,18.92,5.73,4.71,527.9,24.2,150.7,11.33,30.05,50.7,Medium
62.2,833.8,10.8,1.54,Grassland,Glacial Till,35.13,56.22,8.65,5.81,6.69,611.6,25.6,132.3,19.16,29.16,66.5,High
41.0,1000.3,23.4,5.44,Forest,Alluvium,21.62,60.54,17.83,6.94,5.57,663.6,4.4,162.7,12.94,25.37,46.6,Medium
8.5,1020.8,23.4,16.83,Forest,Alluvium,16.73,55.91,27.35,7.52,4.29,686.8,13.0,115.5,8.95,20.04,50.6,Medium
129.7,885.3,29.0,12.37,Cropland,Loess,37.6,42.33,20.07,4.28,6.32,395.7,23.2,153.1,14.22,25.18,50.6,Medium
121.9,1096.7,15.5,3.49,Forest,Residuum,41.19,38.58,20.23,5.04,5.55,374.1,27.1,148.9,23.57,28.15,55.4,Medium
150.0,831.3,22.3,7.93,Wetland,Residuum,47.55,44.98,7.48,5.7,5.21,531.0,25.0,212.9,19.93,31.8,54.3,Medium
149.5,1167.8,31.7,0.73,Forest,Alluvium,45.85,48.22,5.93,5.17,5.0,532.3,14.2,177.6,24.86,29.89,40.9,Medium
83.3,613.5,14.3,18.96,Cropland,Residuum,18.33,63.83,17.85,4.51,5.67,448.7,29.0,96.9,5.81,14.1,32.6,Low
115.3,981.6,8.8,16.67,Cropland,Alluvium,34.79,50.16,15.05,4.9,6.11,556.7,34.9,124.0,17.44,23.39,51.7,Medium
141.7,1434.7,6.7,0.89,Cropland,Residuum,48.81,36.21,14.98,4.98,4.05,457.4,26.6,173.0,26.98,34.17,34.2,Low
127.4,699.9,22.3,1.78,Forest,Loess,52.23,37.18,10.59,5.11,5.92,514.9,31.0,158.1,20.91,33.95,67.5,High
37.1,780.6,6.7,0.53,Cropland,Alluvium,26.57,62.3,11.13,6.16,5.22,632.7,19.0,153.4,14.62,23.88,60.6,High
67.6,1078.5,15.8,1.59,Forest,Residuum,30.91,50.09,19.0,7.66,4.27,868.6,32.9,94.3,14.68,29.99,62.4,High
19.4,994.9,20.6,8.46,Grassland,Glacial Till,16.24,61.93,21.83,6.6,6.4,635.5,27.8,102.1,11.24,23.5,60.7,High
143.1,1037.7,19.1,2.38,Forest,Loess,37.86,42.72,19.42,3.85,4.75,302.7,22.5,164.3,16.95,25.12,18.5,Low
90.9,1072.3,20.6,0.46,Wetland,Glacial Till,32.97,53.89,13.14,8.09,5.3,819.7,30.1,153.2,16.42,32.91,79.9,High
34.3,1108.7,19.3,2.09,Grassland,Residuum,27.2,52.29,20.5,6.34,4.07,714.5,20.6,111.4,18.24,23.87,55.4,Medium
100.8,1227.4,25.7,19.92,Forest,Loess,39.6,54.5,5.9,6.21,4.86,570.2,16.0,172.9,14.27,29.62,46.9,Medium
92.7,1052.5,12.3,4.97,Grassland,Alluvium,40.07,52.6,7.33,3.11,5.23,346.1,17.4,130.7,21.17,25.27,29.3,Low
53.7,889.7,13.9,2.69,Forest,Alluvium,28.32,51.45,20.23,6.68,4.85,708.6,31.6,131.8,10.86,30.56,63.2,High
17.0,1118.1,13.4,0.91,Wetland,Alluvium,22.87,56.66,20.47,9.41,5.22,954.8,25.8,140.7,13.88,32.91,93.7,High
100.7,1425.0,23.0,21.41,Cropland,Residuum,36.81,46.45,16.74,4.56,4.33,440.9,26.0,159.4,25.64,27.31,37.4,Low
78.0,916.8,23.4,8.6,Cropland,Glacial Till,27.97,46.1,25.93,4.5,6.0,386.0,28.0,111.4,16.27,22.35,43.7,Medium
115.8,706.4,20.7,1.65,Cropland,Residuum,43.62,40.86,15.51,3.23,6.22,301.9,17.9,190.8,17.81,29.21,43.5,Medium
78.0,1226.8,25.1,0.36,Forest,Loess,35.88,51.45,12.66,6.26,4.77,622.3,33.9,150.5,15.47,30.88,47.9,Medium
127.8,919.9,10.9,0.29,Wetland,Loess,41.6,49.07,9.33,5.61,5.56,587.7,20.4,178.5,14.19,25.92,45.6,Medium
82.8,406.8,28.0,0.64,Forest,Residuum,18.7,60.61,20.7,4.68,6.08,464.3,34.7,146.4,9.17,16.13,41.7,Medium
84.1,1161.9,27.1,4.35,Grassland,Residuum,34.78,49.06,16.16,6.23,5.17,568.8,27.0,173.8,16.75,29.41,62.4,High
131.5,816.2,22.4,13.21,Cropland,Residuum,40.19,53.5,6.32,3.67,5.38,382.3,19.3,181.9,13.89,22.22,33.8,Low
60.5,927.4,28.7,3.43,Wetland,Residuum,24.55,56.88,18.57,8.34,5.3,844.0,20.5,131.3,16.05,26.77,66.8,High
20.1,1033.0,8.1,9.26,Forest,Alluvium,17.77,64.44,17.78,8.92,4.93,869.9,27.2,132.3,8.71,25.32,67.4,High
4.3,997.6,14.9,2.95,Cropland,Glacial Till,22.89,46.77,30.34,8.28,5.36,736.7,26.0,128.1,15.89,27.18,66.6,High
113.3,1127.4,13.6,6.17,Cropland,Alluvium,33.85,27.85,38.3,6.38,5.56,594.8,14.5,113.8,21.32,28.05,64.3,High
